,event,eta,phi,PT,jmass,ntrk,btag,hadem
314,2551,-1.162,-2.723,14.43,0.0,-1.0,0.0,0.0
315,2556,-0.135,2.553,74.1,0.0,-1.0,0.0,0.0
316,2561,-0.47,-3.007,16.76,0.0,1.0,0.0,0.0
317,2564,0.247,-2.94,109.51,0.0,1.0,0.0,0.0
318,2569,-0.327,-0.781,20.76,0.0,-1.0,0.0,0.0
319,2584,-1.158,1.167,12.7,0.0,1.0,0.0,0.0
320,2588,-1.367,-1.29,30.14,0.0,1.0,0.0,0.0
321,2599,-0.623,2.721,66.36,0.0,-1.0,0.0,0.0
322,2603,-1.26,3.084,13.03,0.0,-1.0,0.0,0.0
323,2607,-2.024,-2.083,66.64,0.0,1.0,0.0,0.0
324,2613,-2.372,-2.219,58.02,0.0,1.0,0.0,0.0
325,2643,1.046,-2.364,29.75,0.0,-1.0,0.0,0.0
326,2646,-0.286,1.968,46.75,0.0,-1.0,0.0,0.0
327,2665,1.088,-1.893,22.92,0.0,-1.0,0.0,0.0
328,2673,-1.611,-0.322,71.47,0.0,-1.0,0.0,0.0
329,2683,1.105,-0.08,17.87,0.0,-1.0,0.0,0.0
330,2684,0.785,-0.669,24.51,0.0,-1.0,0.0,0.0
331,2717,-1.007,-3.035,39.44,0.0,1.0,0.0,0.0
332,2719,0.063,-2.885,37.36,0.0,-1.0,0.0,0.0
333,2722,1.176,1.556,13.49,0.0,1.0,0.0,0.0
334,2736,-1.316,-1.802,74.59,0.0,1.0,0.0,0.0
335,2739,-1.528,0.33,59.86,0.0,1.0,0.0,0.0
336,2764,2.102,-1.865,13.51,0.0,1.0,0.0,0.0
337,2774,-0.967,3.005,115.03,0.0,1.0,0.0,0.0
338,2777,0.212,-3.036,67.87,0.0,1.0,0.0,0.0
339,2778,1.101,-2.446,44.56,0.0,-1.0,0.0,0.0
340,2781,-0.355,-2.959,21.78,0.0,-1.0,0.0,0.0
341,2786,0.511,-1.426,157.03,0.0,1.0,0.0,0.0
342,2794,1.082,2.023,14.55,0.0,-1.0,0.0,0.0
