,event,eta,phi,PT,jmass,ntrk,btag,hadem
333,2154,1.286,-0.751,62.22,0.0,-1.0,0.0,0.0
334,2155,1.04,1.605,14.3,0.0,-1.0,0.0,0.0
335,2156,0.496,-1.306,305.17,0.0,1.0,0.0,0.0
336,2167,-1.327,-0.747,49.39,0.0,1.0,0.0,0.0
337,2168,-1.823,0.054,15.57,0.0,-1.0,0.0,0.0
338,2177,1.324,-2.621,58.33,0.0,1.0,0.0,0.0
339,2200,-1.798,-1.746,25.04,0.0,1.0,0.0,0.0
340,2203,-0.498,-0.147,295.3,0.0,-1.0,0.0,0.0
341,2215,-1.567,-0.01,33.04,0.0,-1.0,0.0,0.0
342,2234,-0.472,2.438,79.03,0.0,1.0,0.0,0.0
343,2235,-0.565,1.907,133.36,0.0,1.0,0.0,0.0
344,2262,-2.002,-2.639,59.7,0.0,1.0,0.0,0.0
345,2264,-2.303,-1.557,45.38,0.0,1.0,0.0,0.0
346,2266,-1.24,3.032,38.3,0.0,1.0,0.0,0.0
347,2279,0.665,0.231,155.43,0.0,1.0,0.0,0.0
348,2279,0.707,0.764,86.08,0.0,-1.0,0.0,0.0
349,2279,1.332,2.104,16.28,0.0,-1.0,0.0,0.0
350,2303,-1.513,3.056,95.17,0.0,-1.0,0.0,0.0
351,2310,2.308,0.733,14.74,0.0,-1.0,0.0,0.0
352,2329,0.154,2.166,305.84,0.0,-1.0,0.0,0.0
353,2343,1.461,2.527,160.71,0.0,-1.0,0.0,0.0
354,2344,-1.293,2.909,43.41,0.0,1.0,0.0,0.0
355,2361,0.367,1.568,120.4,0.0,-1.0,0.0,0.0
356,2363,-2.072,-3.059,37.68,0.0,1.0,0.0,0.0
357,2374,2.439,2.87,28.52,0.0,1.0,0.0,0.0
358,2374,2.087,0.173,18.1,0.0,1.0,0.0,0.0
359,2375,1.865,2.83,56.56,0.0,1.0,0.0,0.0
360,2385,-1.328,0.543,118.53,0.0,-1.0,0.0,0.0
361,2387,2.017,-2.166,56.34,0.0,-1.0,0.0,0.0
362,2389,1.398,-0.558,84.99,0.0,1.0,0.0,0.0
363,2409,-1.076,-0.668,131.52,0.0,1.0,0.0,0.0
364,2419,0.825,-2.493,79.58,0.0,1.0,0.0,0.0
365,2431,1.648,-2.813,60.4,0.0,-1.0,0.0,0.0
366,2435,0.662,-1.041,64.93,0.0,1.0,0.0,0.0
367,2437,-1.56,2.434,46.51,0.0,1.0,0.0,0.0
368,2450,-1.508,-2.663,58.26,0.0,-1.0,0.0,0.0
369,2459,2.108,-1.758,46.36,0.0,-1.0,0.0,0.0
370,2461,-1.277,3.101,50.93,0.0,1.0,0.0,0.0
371,2475,-1.702,-0.423,67.21,0.0,-1.0,0.0,0.0
