,event,particle,eta,phi,PT,jmass,ntrk,btag,hadem
37952,5165,jet,0.109,-3.027,1879.03,79.76,20.0,0.0,0.74
37953,5165,jet,1.858,1.246,79.0,10.52,7.0,0.0,0.0
37954,5165,MET,0.0,-1.271,337.95,0.0,0.0,0.0,0.0
37955,5166,jet,-0.44,1.493,3024.43,117.34,40.0,0.0,0.01
37956,5166,jet,-0.346,-1.998,2685.65,74.25,15.0,0.0,0.03
37957,5166,jet,0.787,-1.891,165.36,18.01,14.0,0.0,0.63
37958,5166,MET,0.0,-0.418,1006.38,0.0,0.0,0.0,0.0
37959,5167,jet,-0.269,2.576,3499.0,715.11,36.0,0.0,1.39
37960,5167,jet,0.233,-0.896,2358.07,88.28,18.0,0.0,0.76
37961,5167,jet,0.748,0.198,1582.53,71.74,16.0,0.0,0.38
37962,5167,jet,0.657,-2.047,58.36,11.96,13.0,0.0,0.65
37963,5167,jet,1.17,0.459,40.46,5.75,13.0,0.0,2.52
37964,5167,jet,0.559,-1.349,35.72,7.8,12.0,0.0,0.38
37965,5167,MET,0.0,-1.807,287.38,0.0,0.0,0.0,0.0
37966,5168,jet,-0.212,-2.666,2956.58,293.81,68.0,0.0,0.37
37967,5168,jet,1.375,0.638,1904.61,78.53,14.0,0.0,0.44
37968,5168,jet,-0.979,0.254,1343.01,223.19,65.0,0.0,0.21
37969,5168,jet,1.839,0.457,71.62,9.27,12.0,0.0,1.24
37970,5168,jet,0.076,-2.238,26.81,5.52,30.0,0.0,0.25
37971,5168,MET,0.0,-2.613,267.8,0.0,0.0,0.0,0.0
37972,5169,photon,-0.118,2.385,1726.96,0.0,0.0,0.0,0.0
37973,5169,jet,0.885,-0.47,2309.66,86.27,27.0,0.0,0.53
37974,5169,jet,-0.597,-0.806,796.6,92.63,32.0,0.0,0.8
37975,5169,jet,0.327,-2.866,478.14,56.77,22.0,0.0,0.31
37976,5169,jet,0.703,-3.139,105.49,8.73,15.0,0.0,0.74
37977,5169,jet,-3.961,-2.309,43.41,3.14,0.0,0.0,6.38
37978,5169,jet,-2.435,1.15,23.1,3.69,2.0,0.0,7.98
37979,5169,MET,0.0,2.538,613.56,0.0,0.0,0.0,0.0
37980,5170,jet,0.362,0.689,3499.22,222.65,39.0,0.0,0.71
37981,5170,jet,-0.275,-2.475,2930.78,69.61,10.0,1.0,32.79
37982,5170,jet,-0.062,-0.173,708.05,78.9,24.0,0.0,2.71
37983,5170,jet,-1.058,2.78,454.88,91.19,28.0,0.0,0.43
37984,5170,jet,-1.568,-2.178,47.35,8.16,8.0,0.0,14.11
37985,5170,jet,1.906,0.877,30.09,5.43,7.0,0.0,999.9
37986,5170,jet,-0.975,1.191,24.86,4.74,5.0,0.0,0.0
37987,5170,MET,0.0,-2.53,821.1,0.0,0.0,0.0,0.0
37988,5171,jet,0.532,-2.25,3614.93,253.53,50.0,0.0,0.88
37989,5171,jet,-0.456,0.412,1650.98,242.14,39.0,0.0,0.16
37990,5171,jet,-0.704,1.614,1366.74,92.91,18.0,0.0,0.04
37991,5171,jet,-0.919,-0.142,729.81,24.43,18.0,0.0,0.01
37992,5171,jet,-0.558,-2.251,107.87,11.44,15.0,0.0,19.63
37993,5171,jet,-0.177,-2.449,53.61,7.02,19.0,0.0,0.34
37994,5171,MET,0.0,1.385,1027.9,0.0,0.0,0.0,0.0
37995,5172,jet,-0.831,2.25,2639.8,71.81,23.0,0.0,0.03
37996,5172,jet,0.785,-0.707,2236.23,82.82,13.0,0.0,5.17
37997,5172,jet,1.082,-2.464,653.49,29.86,15.0,0.0,4.35
37998,5172,jet,-2.45,-1.22,45.72,6.33,6.0,0.0,0.67
37999,5172,jet,-0.646,-0.193,29.07,6.84,10.0,0.0,999.9
38000,5172,jet,1.05,0.297,22.73,0.85,1.0,0.0,0.0
38001,5172,MET,0.0,-0.352,421.33,0.0,0.0,0.0,0.0
38002,5173,tau,0.594,-0.067,28.38,4.16,-1.0,0.0,0.0
38003,5173,jet,0.109,2.133,3800.29,205.25,29.0,1.0,2.0
38004,5173,jet,-0.119,-0.469,2417.99,62.08,19.0,0.0,0.11
38005,5173,jet,-0.241,-2.136,1700.19,125.35,35.0,0.0,7.05
38006,5173,jet,0.485,-1.173,301.69,26.31,32.0,0.0,1.3
38007,5173,jet,0.087,-1.12,257.93,24.8,25.0,0.0,0.28
38008,5173,jet,-0.328,1.342,60.77,12.83,12.0,0.0,11.64
38009,5173,jet,1.249,-0.433,52.83,5.09,4.0,0.0,1.4
38010,5173,jet,0.592,-0.747,46.83,4.65,17.0,1.0,999.9
38011,5173,jet,3.496,1.114,34.0,6.23,0.0,0.0,3.83
38012,5173,MET,0.0,-0.536,472.9,0.0,0.0,0.0,0.0
38013,5174,jet,-2.177,-1.486,424.03,16.3,11.0,0.0,0.95
38014,5174,jet,2.224,-0.446,346.6,26.41,13.0,0.0,0.0
38015,5174,jet,-2.303,2.399,343.98,58.61,19.0,0.0,1.26
38016,5174,jet,-1.053,2.234,272.07,25.56,21.0,0.0,0.48
38017,5174,jet,2.749,-0.374,218.9,19.51,8.0,1.0,14.01
38018,5174,jet,1.947,0.209,216.27,26.9,12.0,1.0,0.09
38019,5174,jet,-0.632,-2.782,158.13,4.22,5.0,0.0,0.0
38020,5174,jet,0.184,2.433,125.46,14.71,12.0,0.0,1.5
38021,5174,jet,0.749,1.542,95.42,12.22,13.0,0.0,2.15
38022,5174,jet,2.253,1.243,54.99,12.4,9.0,0.0,4.32
38023,5174,MET,0.0,-2.777,132.58,0.0,0.0,0.0,0.0
38024,5175,tau,1.101,-1.775,1767.05,48.54,1.0,0.0,1.79
38025,5175,jet,-0.494,1.395,1637.04,131.92,38.0,0.0,0.37
38026,5175,jet,-1.098,0.228,811.67,49.38,18.0,0.0,0.89
38027,5175,jet,-0.984,2.067,578.54,40.16,17.0,0.0,0.0
38028,5175,jet,0.012,1.501,302.98,45.16,37.0,0.0,0.5
38029,5175,jet,-2.029,2.994,157.75,19.02,9.0,0.0,1.23
38030,5175,jet,-0.529,2.189,74.34,11.14,20.0,0.0,0.33
38031,5175,jet,-2.229,0.751,63.25,11.12,12.0,0.0,0.35
38032,5175,MET,0.0,-1.854,1039.75,0.0,0.0,0.0,0.0
38033,5176,jet,0.227,1.635,3202.35,163.62,56.0,0.0,0.46
38034,5176,jet,0.342,-2.144,2321.65,43.71,22.0,0.0,0.02
38035,5176,jet,-1.055,-0.691,1785.99,136.35,20.0,0.0,0.34
38036,5176,jet,0.818,1.791,29.36,5.22,12.0,0.0,0.0
38037,5176,MET,0.0,-1.087,165.02,0.0,0.0,0.0,0.0
38038,5177,tau,-0.033,-1.024,1023.21,44.19,1.0,0.0,1.5
38039,5177,jet,-0.284,1.62,1804.69,137.31,23.0,0.0,0.93
38040,5177,jet,1.188,-1.905,919.81,77.51,31.0,1.0,0.16
38041,5177,jet,-1.173,2.042,783.21,19.95,7.0,1.0,1.89
38042,5177,jet,1.148,2.497,44.55,6.3,5.0,0.0,999.9
38043,5177,MET,0.0,-1.285,815.68,0.0,0.0,0.0,0.0
38044,5178,photon,-0.325,2.601,1240.04,0.0,0.0,0.0,0.0
38045,5178,jet,0.468,-1.492,2571.3,99.34,28.0,0.0,0.07
38046,5178,jet,0.309,0.921,1217.53,96.7,50.0,0.0,0.55
38047,5178,jet,0.068,0.561,1155.77,101.75,49.0,0.0,0.26
38048,5178,MET,0.0,2.751,861.45,0.0,0.0,0.0,0.0
38049,5179,electron,1.307,2.804,106.26,0.0,1.0,0.0,0.0
38050,5179,jet,0.267,0.226,3627.74,124.54,20.0,0.0,0.11
38051,5179,jet,-0.444,-2.859,2952.65,47.53,6.0,0.0,0.03
38052,5179,jet,-0.214,-0.083,303.77,32.25,22.0,0.0,0.33
38053,5179,jet,0.103,-2.717,61.41,11.49,12.0,0.0,0.3
38054,5179,MET,0.0,3.101,845.91,0.0,0.0,0.0,0.0
38055,5180,tau,-0.232,1.27,90.82,8.44,-1.0,0.0,0.69
38056,5180,jet,-0.279,2.722,2049.69,84.23,22.0,1.0,6.39
38057,5180,jet,0.64,-0.188,1130.13,100.9,35.0,0.0,0.55
38058,5180,jet,-0.977,-0.397,826.79,46.57,16.0,0.0,0.06
38059,5180,jet,-1.451,-2.44,716.1,143.71,50.0,0.0,0.4
38060,5180,jet,1.876,-0.1,585.24,32.98,19.0,0.0,3.86
38061,5180,jet,-0.809,1.393,101.88,13.06,15.0,0.0,0.0
38062,5180,jet,-1.895,-2.485,67.09,5.66,28.0,0.0,0.14
38063,5180,jet,-1.312,-0.019,28.28,3.11,12.0,0.0,999.9
38064,5180,MET,0.0,2.082,89.18,0.0,0.0,0.0,0.0
38065,5181,jet,-0.328,0.581,4511.83,88.6,23.0,0.0,0.99
38066,5181,jet,0.436,-2.189,1972.05,317.33,87.0,0.0,1.08
38067,5181,jet,0.053,-2.161,1152.7,174.13,86.0,0.0,0.74
38068,5181,jet,-0.046,3.138,983.27,38.33,20.0,0.0,0.0
38069,5181,jet,0.651,3.077,765.89,87.54,47.0,0.0,0.11
38070,5181,jet,0.202,1.567,33.8,7.62,10.0,0.0,999.9
38071,5181,jet,-0.344,2.662,29.4,2.25,4.0,0.0,4.53
38072,5181,MET,0.0,3.083,226.26,0.0,0.0,0.0,0.0
38073,5182,electron,-1.259,0.526,213.61,0.0,-1.0,0.0,0.0
38074,5182,jet,1.642,2.906,1568.1,192.66,35.0,0.0,0.57
38075,5182,jet,-1.262,-1.44,1212.77,80.8,20.0,0.0,0.14
38076,5182,jet,-0.288,0.625,222.22,7.06,3.0,0.0,0.0
38077,5182,jet,0.638,1.812,69.06,20.66,17.0,0.0,0.0
38078,5182,MET,0.0,0.474,1165.47,0.0,0.0,0.0,0.0
38079,5183,jet,1.029,0.636,2742.82,423.58,41.0,0.0,2.59
38080,5183,jet,-0.912,-2.454,2244.44,56.09,17.0,0.0,0.01
38081,5183,jet,-1.613,-2.699,455.18,35.22,18.0,0.0,0.41
38082,5183,jet,-2.83,2.7,34.29,5.18,0.0,0.0,0.58
38083,5183,jet,1.238,0.125,28.6,4.26,6.0,0.0,11.15
38084,5183,MET,0.0,-2.674,86.7,0.0,0.0,0.0,0.0
38085,5184,jet,-0.391,-0.408,2571.94,139.93,41.0,0.0,0.07
38086,5184,jet,0.284,-2.684,2474.46,52.12,15.0,0.0,5.17
38087,5184,jet,0.092,2.337,2352.66,109.25,47.0,0.0,0.01
38088,5184,jet,-0.784,0.481,1227.81,102.65,24.0,0.0,3.01
38089,5184,MET,0.0,-0.416,408.9,0.0,0.0,0.0,0.0
38090,5185,jet,0.034,0.223,1413.29,111.56,39.0,0.0,0.83
38091,5185,jet,-0.32,2.847,1144.67,154.36,30.0,0.0,1.11
38092,5185,jet,-0.133,0.923,800.49,54.86,37.0,0.0,0.09
38093,5185,jet,0.646,-0.987,735.94,84.49,14.0,0.0,0.55
38094,5185,jet,-0.054,-1.724,609.63,86.18,37.0,1.0,0.97
38095,5185,jet,-0.372,1.292,214.8,14.72,39.0,1.0,0.0
38096,5185,jet,-0.49,-1.666,166.14,8.6,30.0,1.0,1.25
38097,5185,jet,-0.239,-2.976,160.14,16.56,16.0,0.0,0.0
38098,5185,jet,2.48,-0.165,149.91,22.59,4.0,0.0,1.76
38099,5185,jet,2.274,0.489,37.5,4.17,3.0,1.0,0.14
38100,5185,jet,1.232,1.086,24.86,4.64,4.0,0.0,0.9
38101,5185,jet,1.214,-2.844,24.13,3.56,2.0,0.0,12.22
38102,5185,MET,0.0,-3.048,1179.1,0.0,0.0,0.0,0.0
38103,5186,jet,-0.466,-3.039,3280.14,543.42,73.0,0.0,0.68
38104,5186,jet,0.532,-0.004,2629.87,72.68,21.0,0.0,0.16
38105,5186,jet,0.947,0.718,608.19,74.84,32.0,0.0,0.07
38106,5186,jet,-2.159,-0.298,355.17,0.0,0.0,0.0,999.9
